uid,body,title,url,newspaper_uid,host,n_tokens_title,n_tokens_body
0a15f128a20f9dbe673f1f0707a0b67d,"This private condominium has 2 outdoor swimming  pools, a gym, a sauna, and beautifully manicured gardens.  The apartment comprises of: The entrance hall has a storage room on the left-hand side and on the right, it opens into the magnificent and large living area  with huge glass sections allowing a lot of light. The open-plan kitchen has  been specially designed with very high-quality integrated appliances and the  large patio doors open onto the South West facing terrace with plenty of space  for outdoor relaxation and enjoying Al Fresco dining. There are 2 large bedrooms with built-in  wardrobes and the master being ensuite and also a family bathroom.  This magnificent apartment must be seen. It  benefits from digicode and camera in the entrance, a stereo audio system in all  rooms, solar panels, and underfloor heating plus private parking in the  underground garage.REF: AB0399- LAGOS - 590.000€Email: admin@abacoz-properties.com www.abacoz-properties.com  +351 282 044 886","Property of the Week - Amazing 2 bedroom apartment in Porto de Mós, Lagos",https://www.theportugalnews.com/news/2022-12-26/property-of-the-week-amazing-2-bedroom-apartment-in-porto-de-mos-lagos/73257,portugalnews,www.theportugalnews.com,11,129
15d910d8dafe9d41a396bb7e32773a00,"In previous years the  number of people giving gifts stood at around 37 percent, while this year only  12 percent plan on buying gifts this year.  83 percent of those surveyed  also said that they were not excited about the New Year.",New Year gifts,https://www.theportugalnews.com/news/2022-12-29/new-year-gifts/73362,portugalnews,www.theportugalnews.com,3,39
622051bb6d1c3165b170e246d7301b42,"Distributed between the mainland and Madeira Island, the more than 1,100 units of the local accommodation manager are close to full, with numbers gradually growing day by day and foreign tourism returning in greater force.""Even in the face of this year's economic challenges, people are still looking for quality experiences and stays"", says Rui Silva, general director of GuestReady in the Iberian Peninsula, quoted in a statement and reported by Dinheiro Vivo.Although competition is ""stronger"", due to the total reopening of hotels, Silva anticipates ""very positive"" results for the weekend.In the case of Lisbon, more specifically in the city centre, the occupancy rate already exceeds 90%, driven by Portuguese, French, Spanish, English, and North Americans.Further north, in Greater Porto, the numbers are close to those of the capital, once again the national demand stands out, followed by the Spanish, Italian, French, British and Brazilian markets.In the Madeira archipelago, where the company has managed dozens of local accommodation properties since November this year, occupancy is around 95%, with the majority of guests of Portuguese and British origin.Stays are proving to be longer this year, with visitors preferring to stay between three and four days, and average spending is 20% higher compared to 2021.Alojamento local do País a um passo de esgotar para a Passagem de Ano https://t.co/oDg96mKrNi pic.twitter.com/1F3sLwRBKo— Dinheiro Vivo (@dinheiro_vivo) December 29, 2022",Holiday rental properties filling up fast,https://www.theportugalnews.com/news/2022-12-30/holiday-rental-properties-filling-up-fast/73429,portugalnews,www.theportugalnews.com,6,200
f5671d172c273162937139bd6e514a10,"The amuse-bouche started with a traditional Portuguese dish, xerem which consists of corn  wheat porridge with local flavours together with octopus patties with roasted  garlic. The meal started with chestnut and brown apple soup followed by a  slow-cooked egg with foie gras, foamy cepes, and crunchy leek topping.  The fish  dish was the traditional Portuguese Christmas dish of bacalhau, in this case, confit  served with black bean and kale salad. The meat course consisted of suckling  pig belly with orange textures, potato soufflé, and broad bean puree. This was  followed by a palate cleanser of cucumber, basil, and citrus foam before the  dessert dish of French toast, vanilla cream, and goat’s cheese. Tea and coffee  with sweetmeat brought to an end the Christmas celebrations and the gastronomic  year.  The  convivial gathering, held in the true spirit of the Chaîne des Rôtisseurs,  brought together professional and amateur enthusiasts who share the same values  of quality fine dining and the pleasures of the table.   Should you  wish to know more about this mondial organisation please see our website www.chainedesrotisseur.com or  contact Dr. Jean Ferran Bailli Provincial Sud de Tage tel. + 351 966 484 367.    ",The Chaîne des Rôtisseurs Bailliage de L’Algarve Christmas Dinner 2022,https://www.theportugalnews.com/news/2022-12-28/the-chaine-des-rotisseurs-bailliage-de-lalgarve-christmas-dinner-2022/73305,portugalnews,www.theportugalnews.com,9,181
8dcd9e62f6dbd5f22eff624061c3e45d,"Under the terms of the new recommendations, Member States  “should not impose any travel restrictions for reasons of public health”, reads the  press release made available by the EC. However, the recommendations continue  to contain a series of “safeguards in case of deterioration of the  epidemiological situation”.Travel from third  countriesWhenever necessary, in order to face a significant worsening  of the epidemiological situation, Member States should decide, in a  “coordinated way, to reintroduce adequate requirements for travellers before  departure”, says the EC. These requirements may include “vaccination, proof of  recovery or carrying out tests”, stressing the EC that the Member States may also  apply “additional measures upon arrival, such as additional tests or the  imposition of quarantine periods”.Whenever a variant arises that raises “concern or interest  in a third country”, Member States may, “exceptionally, establish an urgent,  common and temporary travel restriction or impose other travel requirements”. Freedom of movement  in the EUIf a Member State considers it necessary to impose  restrictions on freedom of movement due to a significant worsening of the  epidemiological situation, these restrictions should “be limited to requiring  travellers to be in possession of a valid EU COVID Digital Certificate”, adding  that “persons who are not holders of a certificate may be obliged to take a  test before or after arrival”. In order to be able to react quickly to new variants, the  “emergency brake” is maintained. In such cases, a Member State may require  travellers to undergo quarantine or testing, even if they hold an EU COVID  Digital Certificate.Related articles: 2.1 million Covid-19 vaccines discarded in PortugalWinter “decisive” in understanding Covid-19",EC updates Covid-19 travel recommendations,https://www.theportugalnews.com/news/2022-12-13/ec-updates-covid-19-travel-recommendations/72937,portugalnews,www.theportugalnews.com,4,247
a7e2a1c13d7684d736fbf5ae73a63d41,"According to a report by Jornal da Madeira, the cancelled flight left 220 passengers in Lisbon and 177 in Porto Santo.According to information obtained by JM, the airline did not give much explanation as to the reason behind the cancellation, which is of little consolation to passengers who are now left looking for accommodation over the New Year period – a time which traditionally has inflated prices.",easyJet flight cancellation leaves hundreds stranded,https://www.theportugalnews.com/news/2022-12-29/easyjet-flight-cancellation-leaves-hundreds-stranded/73421,portugalnews,www.theportugalnews.com,6,58
79434768b093305bfe9bf0b2f90cace4,"They’re edible herbs and roots that lend  themselves to a very Zen school of thinking called phytotherapy: where plants  are utilised for their healing abilities.Herbalists have long touted adaptogens like  ashwagandha, ginseng, liquorice root, holy basil, and cordyceps as a way to  bolster the adrenal system, which is responsible for releasing a range of  hormones into the body – including cortisol (the stress hormone linked with  weight gain, disrupted sleep, and reduced energy levels, plus bigger problems  like depression and anxiety). Now, the luxury holistic market is starting to  wake up to the healing power of these robust plants.“Adaptogens usually grow in very stressful  environments and have had to ‘adapt’ in order to flourish,” says Naomi Buff,  the health and wellness guru behind superfood brand Naomi’s Kitchen. “Maca, for  example, grows at a high altitude, whereas rhodiola is found in harsh,  mountainous terrains.“Their properties of greater resilience and  strength are transferred to us when we consume these nutrient-rich herbs and  roots, such as helping our bodies adapt to stress, whether it be physical,  mental, emotional or environmental.”Natural healingNaomi, who has created a very trendy blend of  herbal powders that can be added to smoothies, says adaptogens have been around  for millennia and were traditionally used  for natural healing in Chinese and Ayurvedic cultures. While an ancient man would have foraged for them in the ground, these days, wellness  junkies have a much easier job (you can whizz them up in shakes, take them in  tablet form or glug them on the go in cold-pressed juices and teas; Gwyneth  Paltrow and Donna Karan are reportedly fans).Adaptogens come in all shapes and sizes and  promise a host of different benefits – so how do you know which one is for you?  Naomi says ginseng is a universal winner: a blanket fixer adaptogen that can  lift the spirits and ward off colds and flu. Ashwaghanda, meanwhile, is the  go-to for easing anxiety (apparently it can suppress stimulatory hormones when  you’re strung out and stressed). Schisandra is a skin-nourishing woody vine  that’s great in winter; it can brighten the most lacklustre of complexions,  with, according to some fans, the added benefit of helping stave off seasonal  affective disorder. You might even improve your stamina in the bedroom with  maca, which Naomi describes as “nature’s Viagra”.It was during a period of extreme burnout,  four years ago, that Naomi first tuned into adaptogens as a way to treat her  own adrenal fatigue. “At the time, I was already working in wellness, teaching  nutritional cookery workshops in Monaco,” she says. “It wasn’t until my burnout  that I started to use adaptogens seriously and regularly. I included  ashwaganda, maca, reishi and rhodiola in powder form in my smoothies, and holy  basil in capsules.“These adaptogens really helped my recovery  and they’re now a staple in my diet when I feel exhausted.”She went on to create an adaptogen-based  superfood blend called ‘I Am Superman’, after seeing “hundreds of women” pass  through her nutritional cookery workshops and “constantly hearing them talk of  four common areas of concern: weight, skin, detox and energy”.There’s still limited scientific evidence  around adaptogens, but a quick scroll through internet forums shows a cult  following of devotees among the wellness brigade – namely praising them for the  ability to restore balance in the body and mind. It’s also piqued the attention  of Buddha bowl-loving Instagrammers; the hashtag #adaptogens has over 18,000  posts on the app.Credits: envato elements; Author: By leungchopan; Not for everyoneBut these potent plants might not be suitable  for everyone.“There are some groups of people who would be  considered unsuitable for using the adaptogens due to their stimulant effects  on the body, but also if they are taking any medications,” warns Dr. Sarah Brewer, a GP, and medical nutritionist.If you have high blood pressure or suffer  from heart problems or migraines, she suggests nixing ginseng from your  shopping list. Those prone to insomnia might also find the stimulant effect  keeps them awake at night, particularly if you take them late in the day  (imagine shotting an espresso just before bed). She also advises children and  women who are pregnant or breastfeeding to steer clear altogether.Before taking any kind of adaptogen, Dr. Brewer suggests you speak with your GP to check that they’re suitable for your  own medical needs.So now we know about them, and we’ve heard  what they can do, just one question remains: Do we actually need adaptogens as  part of our daily routine?“Having a well-balanced and healthy diet,  accompanied with exercise, would be ideal before supplementing, however  sometimes the therapeutic levels which may be recommended to help with ailments  such as stress, tiredness, and fatigue may not always be reached with diet  alone, and extra precautions may be needed,” says Hannah Moffitt, a  nutritionist at Holland & Barrett. “I would never tell someone they need to take  adaptogens,” says Naomi, “but I certainly believe in  their natural healing abilities and have experienced first-hand  how beneficial they [can be] for health.",What are adaptogens? Here’s everything you need to know ,https://www.theportugalnews.com/news/2022-12-27/what-are-adaptogens-heres-everything-you-need-to-know/73304,portugalnews,www.theportugalnews.com,10,780
bb7154eade36da6db32036b062e5a57e,"The  fact that Mechano growth factor (MGF) has a short half-life and degrades within  a few minutes is one of the most significant issues with this substance. The  liver is the organ that typically produces it. After then, it enters the  bloodstream and continues its journey. Researchers  participated in various research intending to lengthen the half-life of Mechano  growth factor (MGF). During these investigations, MGF was separated and changed  by adding a chemical. Therefore, this event served as the starting point for  the Pegylated Mechano Growth Factor (PEG-MGF). What Exactly Is Pegylated Mechano Growth Factor? Insulin-like  growth factor 1 is a kind that has been shortened and modified into a molecule  known as pegylated mechano growth factor (PEG-MGF). According  to studies, PEG-MGF can enhance the proliferation of muscle cells. There is  some evidence to show that PEG-MGF may improve immune function concerning the  healing process. Compared to test subjects who do not take PEG-MGF, research  subjects who take it heal from wounds and other injuries more rapidly. What Is The Purpose Of PEG Mechano Growth Factor? Because  it stimulates the proliferation of muscle cells, PEG-MGF is administered to  research subjects who have had surgery to speed up their recovery from injuries  such as sprains and strains. Test  models are perpetually at risk for these injuries, requiring surgical  intervention. The process of mending, however, might take some time. Research  conducted on mice with injured muscles indicated that they healed quickly.  PEG-MGF is believed by experts to reduce the activity of some inflammatory  hormones and to lessen the effect of oxidative stress, hence protecting cells  over the long term. Other  advantages of using PEG-MGF include the following: Mending the Muscles of the Heart During  hypoxia, which is a situation that occurs when a body area is deprived of  oxygen, the cells in the heart muscle die. Peptides  such as PEG-MGF could attract stem cells to the injured cardiac muscles after a  heart attack, which would help with regeneration and recovery. There is still a  need for more investigation. Enhancing the Condition of Teeth Since  many years ago, PEG-MGF has also been used in several dental applications. The  peptide may boost the expression of MPP-1 and 2 in test subjects' periodontal  ligament cells, according to research conducted using those cells. It is also  possible to induce osteogenic differentiation, which repairs the ligaments that  bind the teeth to the bone and helps prevent further tooth loss. Once again,  comprehensive research is essential. Bone growth and repair  Osteoblasts,  the cells responsible for forming new bones, were shown to be boosted when the  peptide PEG-MGF was administered to rabbits with severe bone injuries. The  healing process takes just around four weeks to complete. Rabbits often need  six weeks to recover fully. Scientists utilize this information to investigate  the peptide's potential use in other bone-mending treatments. What is the Half-Life of PEG-MGF at the Current  Temperature? The  half-life of the Mechano-growth factor is only around five or seven minutes at  most. However, if polyethylene glycol, often known as PEG, is included in the  mix, its half-life may be up to 48 hours. There are situations when it takes up  to three days. That's lengthy. In  contrast to many other chemicals, PEG does not attach to other bodily  substances. Urination is the typical route of elimination for it. Injections  under the skin (subcutaneous) are another method of administration. Therefore,  researchers could require medical monitoring for novice animal subjects and  those with more expertise. Who Is This Intended For? MGF-PEG  may be an excellent choice for research subjects with medical disorders that  need soft tissue repairs, such as those who have had a heart attack, stroke,  sarcopenia, or any damage brought on by activity.  What  are you holding out for exactly? You might get discounts and other unique  offers if you look for peptides for sale online. Visit this website for the highest-quality, most affordable  peptides on the market. Beware of phony research compound sellers trying to  sell you fake products. ",How Does PEG-MGF Influence Teeth Health?,https://www.theportugalnews.com/news/2022-12-28/how-does-peg-mgf-influence-teeth-health/73367,portugalnews,www.theportugalnews.com,5,608
845bb5b1a31bfe9bc10e79bc5884e0e5,"Coronel Carlos Penha-Gonçalves, coordinator of the  vaccination plan against covid-19 and the flu, told CNN Portugal, that the  'Open House' regime will become available for people over 50 years, from  Thursday.""What we are going to do from tomorrow [Thursday] is to  open the Open House regime for the 50-year-olds. This is a regime in which  people do not need to receive an SMS or make an appointment, just consult the  times from the vaccination posts, go to the post and they will be  vaccinated"", announced Penha-Gonçalves.Regarding the opening of this regime for the following age  groups - 30 and 40 years old - the colonel does not, however, advance  expectations. ""That decision has not yet been taken and will depend on the  epidemiological assessment being made by the DGS"", he said. The coordinator of the vaccination plan revealed that four  million people have already been called to be vaccinated, and that 2.9 million  people have already been inoculated.",Open house vaccines for over 50’s,https://www.theportugalnews.com/news/2022-12-21/open-house-vaccines-for-over-50s/73173,portugalnews,www.theportugalnews.com,5,142
5a0b568ce9fddf0b65afcc460ae95148,"Turning a fresh page on the calendar as we enter  2023, it’s time to look ahead at adventures for the year to come.From short, flight-free breaks to longer haul  endeavours, there are plenty of destinations deserving our attention over the  next 12 months.And whatever your budget, there are options – so  get some dates in the diary to put a positive spin on 2023.Los Angeles, USAMost of us will never see our handprints cemented  into the paving stones of the Walk Of Fame. But we all have a chance to pose  for a selfie with the iconic Hollywood sign in the background.The 100-metre-long set of capital letters was  created in 1923 as a temporary advertisement for a real estate development, but  a century later it's still standing (although it was replaced in 1978 with a  sturdier steel structure).An additional reason to visit the sunshine state is  the opening of the new Super Nintendo World on February 17, at Universal Studios Hollywood.Rides will include Mario Kart™ and Bowser’s  Challenge, along with a Mushroom Kingdom and Toadstool café.Bristol, UKStarting life as a town called Brigg stow,  bohemian, offbeat Bristol was granted its city and county status by King Edward  III in 1373. A programme of events and festivals will be held to celebrate its  650th anniversary next year, including the summer’s Unicorn Fest – a public art  trail of unicorn sculptures, painted by Bristol artists and on display at  famous landmarks, from Clifton Suspension Bridge to Weston-super-Mare’s Grand Pier.Additional new attractions include new BOXHALL  waterfront food hall (opening in the summer) and the re-opening of the We The Curious Science museum.Credits: envato elements; Author: By SteveAllenPhoto999; Normandy, FranceSet on a picturesque tidal island in Normandy,  Unesco-protected Mont Saint Michel Abbey has been photographed millions of times  – yet nothing beats seeing it for real.Construction of the Benedictine abbey, which is  dedicated to the archangel St Michael, started in 1023 and took almost 500  years to complete.Access the island either by foot or shuttle bus  from the nearby car park, but purchase tickets for the abbey in advance. But  some of the best views are from hiking around the mudflats with a guide or from  a distance when the tide comes in.Credits: PA; Author: PA;Malopolska region, PolandEven if you’re not a fan of athletics, televised  sporting events are a good source of travel inspiration, with the backdrops  often as inspiring as the sporting performances.Next June, the European Games will take place in  Poland’s Malopolska region and capital city Krakow, with athletes competing in  24 disciplines.From the snowy peaks of the Tatra Mountains to the  limestone cliffs of Kraków-Częstochowa Upland, the scenery of this area is  superb.Unesco World Heritage sites include the underworld  of the salt mine in Wieliczka and the Bernardine Monastery in Kalwaria Zebrzydowska with its churches and chapels found scattered throughout the  nearby hills.Utah, USAPerhaps even more dramatic than a total eclipse, an  annular solar eclipse happens when the moon passes between the sun and the  earth, creating a ring of fire-effect.Next year, the phenomenon will be visible in North  America, and Utah – which has the most International Dark Sky Parks in the  world – is the number one choice for viewings.The narrow path of the annular eclipse passes  through Canyonlands National Park, Capitol Reef National Park, Bryce Canyon,  Glen Canyon, and the world’s first-ever Dark Sky Park, Natural Bridges national  monument, on October 14.Bryce Canyon, famous for its red rock hoodoos,  spires, and sandstone fins, will also be celebrating it centenary.Credits: PA; Author: PA; Shimokitazawa district, JapanDemand for holidays to Japan has soared since the  destination re-opened after the pandemic. Although it’s always been a pricey  place to visit, the Yen has dropped by 25%, making now one of the most  affordable times to book a trip. Specialists InsideJapan are excited about Tokyo’s  emerging Shimokitazawa district, packed with independent shops and cafes. A new  Shinkansen service to the bay side city of Nagasaki, launched in September  2022, will also see the southern island of Kyushu grow in popularity in months  to come. Visit active volcanoes, fertile hot springs, and emerald gorges.Credits: PA; Author: PA; ",Where to go on holiday in 2023,https://www.theportugalnews.com/news/2022-12-30/where-to-go-on-holiday-in-2023/73422,portugalnews,www.theportugalnews.com,6,615
f72972a3995fcb9af4a4438b38edc6c8,"“After two years conditioned by the [covid-19] pandemic, we  had a year of recovery which, for the New Year, has a very positive  outlook, with an average occupancy rate of more than 80%. Some hotels,  especially those that already have their own entertainment programmes, have been  sold out for some time”, said João Fernandes.He highlighted the contribution of the Portuguese market, stressing  that, ""although the national market is always the most relevant at New  Year's Eve, this year it made itself felt with an even more expressive  presence"".Reservations for the end of year period and 'New Year's Eve'  have had this year ""more direct reservations, without  intermediation"", and were made ""earlier"", said the president of  the RTA, stressing that ""the weather perspectives"" for the New Year “point  to minimum temperatures of 15 degrees and maximums of 20 degrees”.The prospects are thus good ""in terms of weather"",  which gives ""the opportunity to be outdoors, with a very strong New Year's  Eve entertainment offering in several locations in the Algarve"", he added,  considering that these forecasts ""also anticipate that last minute bookings  will increase”.“From the point of view of international markets, Spain is  also always a strong market, as the cross-border regions - Andalusia,  Extremadura, but also Galicia, have a generational tradition of coming to the  Algarve during this period and in the summer”, he added.The Portuguese and Spanish markets are joined by the  “traditional markets” of the Algarve, such as the “United Kingdom, the  Netherlands, and the French-speaking markets”, which are, according to the  president of the Tourism Region, “showing good signs”.“These are the reasons why AHETA [Associação de Hotéis e  Empreendimentos Turísticos do Algarve], the hotel association in the region,  expects a 10% increase in turnover for this period, which is very significant”,  he pointed out.Asked whether the increase in turnover is related to greater  demand or an increase in prices, João Fernandes replied that the 10% increase  predicted by AHETA results from the “two factors combined”.“Prices followed the cost of production factors because of  inflation. In practice, it also has repercussions on sales to the public”,  added the director of Turismo do Algarve, a region that, “when compared with  competing destinations in southern Europe, continues to be a good bet” for  those who want to spend a few days of rest over New Year.  ",Algarve occupancy at 80% for New Year’s Eve,https://www.theportugalnews.com/news/2022-12-28/algarve-occupancy-at-80-for-new-years-eve/73341,portugalnews,www.theportugalnews.com,7,354
fa1189a97b71e0cbdabd472877bf77cc,"This right is provided for by law and obliges  the seller to give preference to people or public entities in certain  circumstances – a pre-emption right. What is the pre-emption right? The pre-emption  right is regulated in the Civil Code, which defines it as the agreement by  which someone assumes the obligation to give preference to another in the sale  of a certain property.Besides the bond that results from the will of  the two parties, such as the buyer and seller, there are also situations in  which the law imposes the pre-emption right. In the case of the purchase and  sale process of your property, it is important to verify if the property is  located in a place where it is required the announcement in order to exercise  the pre-emption right.In this article, we will only address the  pre-emption rights, regarding rustic lands and the pre-emption rights of public  entities.Pre-emption rights regarding rustic lands: When  the sale regards a piece of land, which is classified and registered with the  Tax Authority as rustic land – Prédio Rústico -, your neighbours that  own other attached land have the pre-emption right to buy your land in relation  to third parties, but only if the total area of one of the lands is inferior to  the so-called unity of culture or crop unit, or if it is destined for another  purpose than agriculture. A crop unit is understood to be the minimum  area of rustic land so that it can be managed in a sustainable way, using the  normal and adequate means and resources to obtain a satisfactory result, taking  into account the characteristics of that land and the geographical,  agricultural and forestry characteristics of the area where it is located. It  is defined by the ordinance published in 19/2019, of January 15th, that the  crop unit - UMC - for the district of Faro land under irrigation is 2.5  hectares. Dryland land or forest land is 8 hectares. Therefore, if you intend to buy or sell rustic land, the UMC of your land has to be verified, as well as the bordering  land, to verify the legal obligation of the pre-emption right.Also, some public entities can exercise the  pre-emption right, such as the City Council, Autonomous Regions, and Government.  These public entities have priority in the purchase and sale of certain  properties, by the same terms, prices, and conditions agreed with another buyer,  i.e. they have the faculty to exercise the right of preference, in certain  situations:· Properties located in  areas of urban pressure;· Classified Properties  or in the process of classification;· Properties located in a  protected area;· Properties located in  urban rehabilitation areas;The announcement for the exercise of the  pre-emption legal right is an obligation of the seller. It can be placed online  by the owner of the property, or by the solicitor, and should indicate who  makes the request, identification of the seller and the buyer, identify the  property and respective location, the price of the purchase and sale, and  inform the foreseeable date of the sale.After placing the announcement, public entities  with the pre-emption legal right may express their intention to exercise this  right or not within a period of ten days. If they don’t do that, the owner may  proceed with the sale.  If you are not able to attend all bureaucratic  procedures, your Solicitor can represent you, analysing all the legal aspects of  the purchase and sale process.",Do you know the importance of the pre-emption right when buying or selling a property?,https://www.theportugalnews.com/news/2022-12-20/do-you-know-the-importance-of-the-pre-emption-right-when-buying-or-selling-a-property/73114,portugalnews,www.theportugalnews.com,13,526
b2f86871dd7dee3383d6251522815357,"In a statement, the GNR states that the second phase of the operation will run until Monday with “coordinated patrolling, inspection and awareness-raising actions, aimed at travel related to the New Year period”.During this period, the GNR will be “particularly attentive” to risk behaviours of drivers, namely excessive speed, dangerous maneuvers, use of mobile phone while driving, correct circulation in the lane farthest to the right on motorways, as well as the use of seat belts and child seats.The GNR advises drivers to carefully plan their journeys, avoiding periods of the day where the highest traffic intensity is expected, make stops to rest, adjust their speed to weather conditions, the state of the road and the volume of road traffic, and the adoption of attentive, cautious and defensive driving.Neste fim de ano, se vai viajar, planeie a sua viagem e conduza com prudência!Porque o melhor presente é estar presente.#guardanacionalrepublicana #segurancarodoviaria #GNR #operacaonataleanonovo2022 #unt pic.twitter.com/oiT3PUfHCr— GNR - Guarda Nacional Republicana (@GNRepublicana) December 29, 2022In the first phase of the operation, which took place  between December 22nd and 26th, the GNR registered 867 accidents, which caused  eight deaths, 12 serious injuries, and 199 minor injuries, in addition to having  arrested more than 100 drivers for having blood alcohol levels considered  criminal.Related articles:560 road deaths this year50 drink driving arrests in 24 hoursDriving licenses expiry notices being issued",Police upping road inspections,https://www.theportugalnews.com/news/2022-12-29/police-upping-road-inspections/73415,portugalnews,www.theportugalnews.com,4,195
ffcf65558cb47720ce943b537292b5ef,"Pointing to a faded manuscript exhibited in a glass cabinet, tour guide  Claudia Durante explains why the plot of the original Pinocchio story isn’t  quite the happy Disney ending we’ve all grown up with. In the original story,  she says, our favourite wooden puppet hanged himself – although the final  chapter was quickly amended to make something more appealing to the public.Florentine author Carlo Lorenzini, who wrote under  the name Carlo Collodi, was a journalist and satirist commenting on the impacts  of Italy’s unification in the mid-19th century. But his tale of a marionette  who dreams of becoming a real boy inadvertently became a classic fairy tale.Happy ending or not, the city of Florence proudly  proclaims Pinocchio as one of its famous sons, alongside the likes of Dante and  Da Vinci. Shopfronts are stuffed with magnets, toys, and badges, while several  venues are named after key characters.Many of the original cafes and bookshops associated  with Collodi, who was born (and died) in the Tuscan city, no longer exist. But  it’s still possible to visit locations on a short tour with Claudia Durante.Besides, there are many more great reasons to visit  Florence. Here are a few of them.You can stay in a hotel with one of the city’s  oldest towersThought to be almost 1,300 years old, the Pagliazza  Tower is part of the luxurious Hotel Brunelleschi and now houses a gourmet  restaurant and museum, where there are also remains of a Roman Bath. Views from  bedrooms gaze across terracotta rooftops and the sound of horses pulling  tourist carts can be heard from the cobbled streets below.It’s possible to dine on the rooftopsSitting at eye level with Tuscany’s many hills,  roof terrace restaurant Angel is a young, vibrant addition to the Florentine  dining scene. Church bells chime in tune with a soundtrack of soul and jazz by  the likes of Gil Scott-Heron, and the menu is as breezy and refreshing as the  open-air space. Dine on tuna tartare with a Jackson Pollock splash of beetroot,  or black ravioli stuffed with ricotta and tiger shrimps. Visit - hotelcalimala.com/angel-roofbar-diningCocktails are laced with goldPerfect for sunset, when the River Arno glows red,  Caffe dell’Oro is located below the Palazzo Vecchio. The Negroni cocktail was  invented in Florence, but here, you can order a version with a twist. The  venue’s signature offering features bergamot and white vermouth topped with  flecks of gold. Match it with a bowl of wasabi and truffle crackers. Visit - lungarnocollection.com/caffe-dell-oro/.Shopping is a historical experienceBuilt inside a monastery, the Officina  Profumo-Farmaceutica di Santa Maria Novella is often described as the oldest  pharmacy in the world. Today, there are no medicines for sale, but the elegant  shelves do stock a beautiful selection of soaps, perfumes, and toiletries. Made  without preservatives or fixers, products feature jasmine, rose and iris – the  symbolic flower of Florence. Even if you don’t buy anything, it’s worth  visiting to admire the opulent interior. Visit - eu.smnovella.com.There are still plenty of haunts for Pinocchio fans First editions of Pinocchio, originally serialised  in an Italian newspaper, are displayed alongside hundreds of toys and  memorabilia at the new Museo del Giocattolo e di Pinocchio, in Via  dell’Oriuolo. Treasures amassed by historian and collector Giuseppe Garbarino  give an intimate insight into author Collodi’s past, and demonstrate the  popularity of the wooden puppet in his home city. Visit - museodelgiocattolo.it.",Pinocchio’s Florence still has fairy-tale appeal ,https://www.theportugalnews.com/news/2022-12-25/pinocchios-florence-still-has-fairy-tale-appeal/73190,portugalnews,www.theportugalnews.com,6,518
009a263ed408b94cae7fae110be65fb0,"""The European Union wants to be the champion of climate  change, but the European Union has to take into account that there are  outermost regions and that these outermost regions must have a complete  exception for air transport"", said Miguel Albuquerque.The president of the Regional Government (PSD/CDS-PP) was  speaking on the sidelines of a visit to the Casa Museu Frederico de Freitas, in  Funchal, where he commented on the statements made by Michael O'Leary in a  virtual press conference on Wednesday.""In addition to excessive fees, another threat to the  growth of tourism in Portugal comes in the form of ETS [Emissions Trading  System] fees, which unfairly target short-haul flights, with the inclusion of  the outermost regions of the European Union having been recently proposed,  including Madeira, as early as 2024"", pointed out Michael O'Leary.For the leader of the Irish airline Ryanair, if this measure  is approved, ""tourists will face higher costs when visiting Madeira, in  relation to other non-European holiday destinations, which means that the  island will probably lose visitors to destinations outside the European Union,  such as Morocco, Turkey, and Jordan, which are exempt from paying ETS"".""I am in solidarity with him. What is happening in the  European Union is a disgrace"", declared Miguel Albuquerque.The head of the Madeiran executive defended a ""complete  exception"" in terms of environmental fees for air transport to the  outermost regions of the European Union, namely Madeira, the Azores, and the  Canary Islands.""It is fundamental that air travel is not penalised,  because we are jeopardising a fundamental industry for the development of these  regions, the tourist industry"", he said, indicating that he intends to  send a letter to the president of the Government of the Canaries warning him of  the situation.""From the moment that the outermost regions are penalised,  there are movements to contest the European integration policy. I think that  this is not what the European Union wants"", he warned.  ",Madeira stands with Ryanair,https://www.theportugalnews.com/news/2022-12-24/madeira-stands-with-ryanair/73239,portugalnews,www.theportugalnews.com,4,299
7faa5316b7761e49a0897562a1b27496,"Anne Winston, from Cardiff,  broke the world record for reciting the details of all 195 countries in seven  minutes and 15 seconds.The year three pupil, from  Pontprennau Primary School, said her interest was piqued five years ago when  her father began telling her about different countries around the globe on  their journeys to and from nursery.Anne was three at the time,  and as she moved from nursery to school she began to teach herself.She said: “My learning was  quite casual, initially on a weekly basis where I used to spend 15 to 20  minutes learning a new set of capitals and currencies.“Towards the end, I was  practising on a daily basis.”Anne beat the previous  10-year-old record holder in a live-streamed event organised by OMG Book of  World Records.She said she was “delighted”  and dedicated the achievement to her grandfather who died recently.Her parents, Jacob and Jincy Winston, said: “From a very young age we noticed Anne had a talent  for retaining information and all we did was further feed into that.“At no point in our journey  till now did we even dream of attempting a world record, let alone achieving  it.“Words cannot describe our  emotions and joy and we truly hope that this leads to her achieving greater  heights in the future.”Pontprennau headteacher Ian  James said: “Anne is an incredible young girl who adores all aspects of her  learning. Her world record demonstrates her superb memory skills and general  knowledge. “It is a privilege to have  Anne as one of our pupils.”","Anne, eight, breaks record by naming every capital and currency in the world",https://www.theportugalnews.com/news/2022-07-25/anne-eight-breaks-record-by-naming-every-capital-and-currency-in-the-world/68942,portugalnews,www.theportugalnews.com,13,229
